MES ;ANO;DESTINO;DESTINAÄ«O;RES÷DUO;CLASSE;CLASSE_12;MASSA(t);VIAGENS;Volume (m3);ORIGEM;NOTAS;
Jun;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;73,82;;;SLU LEV;;
Jun;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9,64;;;Contratada Lev;;
Jun;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;132,6;;;Contratada Porta a Porta;;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;2981,73;611;;Lote 1 (CS/L/NE);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1125,63;233;;Lote 1 (CS/L/NE);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;;;;Lote 1 (CS/L/NE);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;163,2;94;;Lote 1 (CS/L/NE);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;272,65;55;;Lote 1 (CS/L/NE);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;192,38;81;;Lote 1 (CS/L/NE);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;4658,79;746;;Lote 2 (NO/Transbordo/O/B);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1592,04;316;;Lote 2 (NO/Transbordo/O/B);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;;;;Lote 2 (NO/Transbordo/O/B);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;453,63;175;;Lote 2 (NO/Transbordo/O/B);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;1,86;3;;Lote 2 (NO/Transbordo/O/B);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;347,92;137;;Lote 2 (NO/Transbordo/O/B);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;2902,19;449;;Lote 3 (P/VN/N);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1603,43;286;;Lote 3 (P/VN/N);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;;;;Lote 3 (P/VN/N);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;462,06;166;;Lote 3 (P/VN/N);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;49,31;26;;Lote 3 (P/VN/N);;
Jul;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;458,1;141;;Lote 3 (P/VN/N);;
Jul;2016;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;48,31;;;Contratada Porta a Porta;;
Jul;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;18,19;;;Contratada Lev;;
Jul;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;57,56;;;Contratada Porta a Porta;;
Jul;2016;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;25,26;;;Contratada Porta a Porta;;
Jul;2016;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;2,31;;;Contratada Lev;;
Jul;2016;COOMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;47,01;;;Contratada Porta a Porta;;
Jul;2016;COOMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;15,66;;;Contratada Lev;;
Jul;2016;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;16,68;;;Contratada Lev;;
Jul;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;104,45;;;Contratada Porta a Porta;;
Jul;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;78,72;;;SLU Lev;;
Jul;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;10,16;;;Contratada Lev;;
Jul;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;115,84;;;Contratada Porta a Porta;;
Jul;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,11;;;Cooperativa porta a porta;;
Jul;2016;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1796,4;;1497;;;
Jul;2016;ESTAÄ«O PAMPULHA;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1944;;1620;;;
Jul;2016;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;56033,02;9253;;;;
Jan;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;7,66;;;Cooperativa porta a porta;;
Fev;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,37;;;Cooperativa porta a porta;;
Mar;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,24;;;Cooperativa porta a porta;;
Abr;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,2;;;Cooperativa porta a porta;;
Abr;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9,5;;;Contratada Doaá‰es;;
Jun;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9,22;;;Cooperativa porta a porta;;
Jul;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,16;;;Contratada Doaá‰es;;
Ago;2016;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;567,6;;473;;;
Ago;2016;ESTAÄ«O PAMPULHA;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1945,2;;1621;;;
Ago;2016;CTRS BR040;ATERRAGEM;RES÷DUOS COLETA EM UNID. SERVIÄOS DE SAÈDE;RSS;RSS;184,12;178;;;;
Ago;2016;CTRS BR040;ATERRAGEM;ANIMAIS MORTOS;RSS;RSS;17,38;31;;;;
Ago;2016;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;60839,97;10000;;;;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;2387,32;441;;Lote 1 (CS/L/NE);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1238,41;273;;Lote 1 (CS/L/NE);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1584,58;167;;Lote 1 (CS/L/NE);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;143,22;68;;Lote 1 (CS/L/NE);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;95,38;31;;Lote 1 (CS/L/NE);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;177,15;58;;Lote 1 (CS/L/NE);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;4113,65;628;;Lote 2 (NO/Transbordo/O/B);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;2093,73;328;;Lote 2 (NO/Transbordo/O/B);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1250,57;146;;Lote 2 (NO/Transbordo/O/B);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;288,06;123;;Lote 2 (NO/Transbordo/O/B);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;4,67;4;;Lote 2 (NO/Transbordo/O/B);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;284,21;93;;Lote 2 (NO/Transbordo/O/B);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;3340,13;587;;Lote 3 (P/VN/N);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1283,57;234;;Lote 3 (P/VN/N);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1518,67;199;;Lote 3 (P/VN/N);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;1066,98;278;;Lote 3 (P/VN/N);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;148,43;41;;Lote 3 (P/VN/N);;
Ago;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;220,67;63;;Lote 3 (P/VN/N);;
Ago;2016;COMPOSTAGEM;COMPOSTAGEM;RES÷DUO ORG∂NICO COLETADO;RDO;RSU;121,94;;;;;
Ago;2016;COMPOSTAGEM;COMPOSTAGEM;PODA;RPO ;RPO;40,74;;;;;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;2259,52;373;;Lote 1 (CS/L/NE);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1350,67;283;;Lote 1 (CS/L/NE);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1848,77;192;;Lote 1 (CS/L/NE);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;152,46;53;;Lote 1 (CS/L/NE);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;66,26;21;;Lote 1 (CS/L/NE);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;224,3;56;;Lote 1 (CS/L/NE);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;4546,86;667;;Lote 2 (NO/Transbordo/O/B);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;863,77;170;;Lote 2 (NO/Transbordo/O/B);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1421,24;171;;Lote 2 (NO/Transbordo/O/B);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;157,8;53;;Lote 2 (NO/Transbordo/O/B);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;2,11;2;;Lote 2 (NO/Transbordo/O/B);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;469,87;120;;Lote 2 (NO/Transbordo/O/B);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;3754,1;627;;Lote 3 (P/VN/N);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;716,5;151;;Lote 3 (P/VN/N);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;991,42;155;;Lote 3 (P/VN/N);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;577,43;166;;Lote 3 (P/VN/N);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;65,78;13;;Lote 3 (P/VN/N);;
Set;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;177,98;49;;Lote 3 (P/VN/N);;
Set;2016;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;57703,87;9216;;;;
Set;2016;CTRS BR040;ATERRAGEM;ENTULHO RECEBIDO;RCC;RCCV;63,78;14;;Entulho recebido diretamente na CÇlula Hospitalar p/ cobertura de RSS (Res°duos de Serviáo de Sa£de) - reconformaá∆o e reforáo de piso;;
Set;2016;CTRS BR040;ATERRAGEM;RES÷DUOS COLETA EM UNID. SERVIÄOS DE SAÈDE;RSS;RSS;176,31;154;;;;
Set;2016;CTRS BR040;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;11,97;;;Limpeza de vias e transporte p/ CÇlula Hospitalar;;
Set;2016;COMPOSTAGEM;COMPOSTAGEM;RES÷DUO ORG∂NICO COLETADO;RDO;RSU;113,56;;;;;
Set;2016;COMPOSTAGEM;COMPOSTAGEM;PODA;RPO ;RPO;33,4;;;;;
Set;2016;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;;;;;;
Set;2016;ESTAÄ«O PAMPULHA;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;;;;;;
Jul;2016;CTRS BR040;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;80,16;;;Limpeza de vias e transporte p/ CÇlula Hospitalar;;
Jul;2016;CTRS BR040;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;28,8;;;Capina de vias e transporte p/ CÇlula Hospitalar;;
Jul;2016;CTRS BR040;ATERRAGEM;RES÷DUOS COLETA EM UNID. SERVIÄOS DE SAÈDE;RSS;RSS;211,4;;;;;
Jul;2016;CTRS BR040;ATERRAGEM;TERRA;RCC;RCCV;289,78;;;Terra para reconformaá∆o de topo das cÇlulas de ampliaá∆o, AC03 e lateral da emergencial;;
Ago;2016;CTRS BR040;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;32,67;;;Limpeza de vias e transporte p/ CÇlula Hospitalar;;
Ago;2016;CTRS BR040;ATERRAGEM;TERRA;RCC;RCCV;22,72;;;Terra para reconformaá∆o de topo das cÇlulas de ampliaá∆o, AC03 e lateral da emergencial;;
Set;2016;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;47,35;;;Contratada Porta a Porta;;
Set;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;17,42;;;Contratada Lev;;
Set;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;49,95;;;Contratada Porta a Porta;;
Set;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9,02;;;Contratada Doaá‰es;;
Set;2016;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;29,07;;;Contratada Porta a Porta;;
Set;2016;COOMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;15,38;;;Contratada Lev;;
Set;2016;COOMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;59,97;;;Contratada Porta a Porta;;
Set;2016;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;13,28;;;Contratada Lev;;
Set;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;103,41;;;Contratada Porta a Porta;;
Set;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;85,13;;;SLU LEV;;
Set;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9,48;;;Contratada Lev;;
Set;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;127,54;;;Contratada Porta a Porta;;
Set;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,86;;;Cooperativa porta a porta;;
Out;2016;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;24;;20;;;
Out;2016;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS S‡LIDOS URBANOS;RSU;RSU;58109,89;9220;;;;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;1958,06;324;;Lote 1 (CS/L/NE);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1517,62;267;;Lote 1 (CS/L/NE);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;802,92;98;;Lote 1 (CS/L/NE);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;181,85;75;;Lote 1 (CS/L/NE);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;376,65;87;;Lote 1 (CS/L/NE);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;589,94;95;;Lote 1 (CS/L/NE);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;4541,69;622;;Lote 2 (NO/Transbordo/O/B);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1290,31;229;;Lote 2 (NO/Transbordo/O/B);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1974,42;243;;Lote 2 (NO/Transbordo/O/B);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;148,58;70;;Lote 2 (NO/Transbordo/O/B);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;91,81;53;;Lote 2 (NO/Transbordo/O/B);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;481,23;106;;Lote 2 (NO/Transbordo/O/B);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;3765,42;627;;Lote 3 (P/VN/N);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;788,62;156;;Lote 3 (P/VN/N);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1631,43;248;;Lote 3 (P/VN/N);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;685,42;176;;Lote 3 (P/VN/N);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;42,32;8;;Lote 3 (P/VN/N);;
Out;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;140,42;37;;Lote 3 (P/VN/N);;
Out;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,26;;;Contratada Doaá‰es;;
Out;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;18,39;;;Contratada Lev;;
Out;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;77,31;;;Contratada Porta a Porta;;
Out;2016;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;28,31;;;Contratada Porta a Porta;;
Out;2016;COOMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;56,31;;;Contratada Porta a Porta;;
Out;2016;COOMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;15,16;;;Contratada Lev;;
Out;2016;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;14,15;;;Contratada Lev;;
Out;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;74,98;;;SLU LEV;;
Out;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;95,41;;;Contratada Porta a Porta;;
Out;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;10,4;;;Contratada Lev;;
Out;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;120,55;;;Contratada Porta a Porta;;
Out;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;6,7;;;Cooperativa porta a porta;;
Out;2016;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;47,54;;;Contratada Porta a Porta;;
Ago;2016;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;57,28;;;Contratada Porta a Porta;;
Ago;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;14,89;;;Contratada Doaá‰es;;
Ago;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;15,88;;;Contratada Lev;;
Ago;2016;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;73,46;;;Contratada Porta a Porta;;
Ago;2016;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;2,97;;;Contratada Lev;;
Ago;2016;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;27,8;;;Contratada Porta a Porta;;
Ago;2016;COOMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;16,35;;;Contratada Lev;;
Ago;2016;COOMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;72,6;;;Contratada Porta a Porta;;
Ago;2016;ASSOCIRECICLE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;14,95;;;Contratada Lev;;
Ago;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;94,31;;;Contratada Porta a Porta;;
Ago;2016;COOPEMAR OESTE;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;81,4;;;SLU LEV;;
Ago;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,91;;;Contratada Lev;;
Ago;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;128,63;;;Contratada Porta a Porta;;
Ago;2016;COOPESOL LESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9,42;;;Cooperativa porta a porta;;
Out;2016;COMPOSTAGEM;COMPOSTAGEM;RES÷DUO ORG∂NICO COLETADO;RDO;RSU;135,49;;;;;
Out;2016;COMPOSTAGEM;COMPOSTAGEM;PODA;RPO ;RPO;34,64;;;;;
Out;2016;CTRS BR040;ATERRAGEM;TERRA;RCC;RCCV;551,6;30;;Terra para reconformaá∆o de topo das cÇlulas de ampliaá∆o, AC03 e lateral da emergencial;;
Out;2016;CTRS BR040;ATERRAGEM;RES÷DUOS COLETA EM UNID. SERVIÄOS DE SAÈDE;RSS;RSS;185,99;195;;;;
Nov;2016;ESTAÄ«O CTRS BR040;RECICLAGEM RCCV;ENTULHO RECEBIDO;RCC;RCCV;1556,4;;1297;;;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;1845,54;318;;Lote 1 (CS/L/NE);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1301,38;255;;Lote 1 (CS/L/NE);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1847,9;219;;Lote 1 (CS/L/NE);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;176,32;77;;Lote 1 (CS/L/NE);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;295,86;70;;Lote 1 (CS/L/NE);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;283,38;65;;Lote 1 (CS/L/NE);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;4665,99;642;;Lote 2 (NO/Transbordo/O/B);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;1235,07;225;;Lote 2 (NO/Transbordo/O/B);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1648,65;200;;Lote 2 (NO/Transbordo/O/B);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;176,51;84;;Lote 2 (NO/Transbordo/O/B);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OBRAS;RCC;RCCV;103,23;53;;Lote 2 (NO/Transbordo/O/B);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;OUTROS;Outros;RSU;351,07;93;;Lote 2 (NO/Transbordo/O/B);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;URPV;RCC;RCCV;3836,53;663;;Lote 3 (P/VN/N);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MANUAL;RPU;RCCV;721,56;150;;Lote 3 (P/VN/N);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;COLETA DEPOSIÄ«O CLANDESTINA COM CARREG. MEC∂NICO;RPU;RCCV;1515,28;193;;Lote 3 (P/VN/N);;
Nov;2016;ATT MAQUINê;DISPOSIÄ«O DE INERTES;PODA;RPO ;RPO;584,92;152;;Lote 3 (P/VN/N);;
