MES ;ANO;DESTINO;DESTINAÄ«O;RES÷DUO;CLASSE;CLASSE_12;MASSA(t);VIAGENS;Volume (m3);ORIGEM;NOTAS;
Jun;2009;CTRS BR040;ATERRAGEM;BARRO;RPU;RSU;12784,128;622;10752;SLU;;
Jun;2009;CTRS BR040;ATERRAGEM;ANIMAIS MORTOS;RSS;RSS;18,73;27;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;CAPINA;RPU;RSU;1080,12;429;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;COLETA DOMICILIAR CONVENCIONAL;RDO;RSU;16318,2;2560;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;VARRIÄ«O;RPU;RSU;1326,06;242;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;COLETA DOMIC VILAS FAVELAS;RDO;RSU;949,73;466;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;RES÷DUOS DIVERSOS;Outros;RSU;7169,95;3665;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;PODA ATERRADA;RPO ;RPO;1186,6;527;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;CAPIM;RPU;RSU;4,02;3;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;ANIMAIS MORTOS;RSS;RSS;;;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;RES÷DUOS DA LAGOA DA PAMPULHA;RPU;RSU;;;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;COLETA ESPECIAL;RDO;RSU;;;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;PRODUTOS DETERIORADOS;Outros;RSU;2,52;6;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;MANUTENÄ«O GERAL DA CTRS;RPU;RSU;671,04;482;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;COL. DEPO. CLAND. CAR. MEC;RPU;RSU;145,18;21;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;RES÷DUOS URPV;RCCV;RCCV;2016,64;544;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;MATERIAL INERTE (LIXO/PISO);RSU;RSU;8232,84;1742;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;COL DEPO CLAND. CARG MANUAL;RPU;RSU;1398,04;449;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;RESIDUOS MUTIR«O DA  DENGUE;Outros;RSU;25,72;7;;SLU;;
Jun;2009;TRANSBORDO;ATERRAGEM;RES÷DUOS PÈBLICOS DAS REGIONAIS;RPU;RSU;7585,23;1100;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;CAPINA;RPU;RSU;1084,82;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;COL DEPO CLAND. CARG MANUAL;RPU;RSU;2480,19;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;COL. DEPO. CLAND. CAR. MEC;RPU;RSU;5367,54;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;COL. RES. COMUNS UND DE SAUDE;RDO;RSU;231,2;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;COLETA DOMIC VILAS FAVELAS;RDO;RSU;1963,46;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;COLETA DOMICILIAR CONVENCIONAL;RDO;RSU;28835,46;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;LIMP.OBRA DE ARTE E P‡S-EVENTO;RPU;RSU;16,66;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;CAPIM;RPU;RSU;28,54;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;MULTITAREFA;RPU;RSU;2529,53;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;MULTITAREFA - URPV;Outros;RSU;6299,4;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;RES TRANSBORDO CTRS-BR040;Outros;RSU;48598,54;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;CAPINA;RPU;RSU;10,16;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS DE BOCA DE LOBO;RPU;RSU;154,94;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;RESIDUOS MUTIR«O DA  DENGUE;Outros;RSU;152,94;;;SLU;;
Jun;2009;CTR MACAÈBAS;ATERRAGEM;VARRIÄ«O;RPU;RSU;1938,12;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;CAPINA;RPU;RSU;1293,82;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;COL DEPO CLAND. CARG MANUAL;RPU;RSU;2794,92;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;COL. DEPO. CLAND. CAR. MEC;RPU;RSU;5227,28;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;COL. RES. COMUNS UND DE SAUDE;RDO;RSU;285,56;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;COLETA DOMIC VILAS FAVELAS;RDO;RSU;2110,67;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;COLETA DOMICILIAR CONVENCIONAL;RDO;RSU;29369,58;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;LIMP.OBRA DE ARTE E P‡S-EVENTO;RPU;RSU;20,81;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;MULTITAREFA;RPU;RSU;3064,84;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;MULTITAREFA - URPV;Outros;RSU;6787,26;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;RES TRANSBORDO CTRS-BR040;Outros;RSU;51777,87;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;CAPINA;RPU;RSU;17,06;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;RES÷DUOS DE BOCA DE LOBO;RPU;RSU;334,16;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;RESIDUOS MUTIR«O DA  DENGUE;Outros;RSU;105,97;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;TERRA PARTICULAR;RCC;RCCV;39,27;;;SLU;;
Jul;2009;CTR MACAÈBAS;ATERRAGEM;VARRIÄ«O;RPU;RSU;2125,9;;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;RES÷DUOS COLETA EM UNID. SERVIÄOS DE SAÈDE;RSS;RSS;716,13;158;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;ANIMAIS MORTOS;RSS;RSS;17,62;27;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;RES÷DUOS SAÈDE DE PARTICULARES ;RSS;RSS;161,08;545;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;ENTULHO PARTICULAR;RCC;RCCV;45293,77;86293;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;COLETA MEC. DEPOSIÄ«O CLANDESTINA/ENTULHO;RCC;RCCV;7689,26;1113;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;RES÷DUOS URPV - ENTULHO;RCC;RCCV;2875;897;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;TERRA PARTICULAR;RCC;RCCV;20837,23;2484;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;COLETA MEC. DE DEPOSIÄ«O CLANDESTINA/TERRA;RCC;RCCV;5854,64;1261;;SLU;;
Jul;2009;CTRS BR040;ATERRAGEM;BARRO;RPU;RSU;13878;842;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;CAPIM;RPU;RSU;1,25;1;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;CAPINA;RPU;RSU;1040,87;444;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;COLETA DOMICILIAR CONVENCIONAL;RDO;RSU;16620,08;2683;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;COLETA ESPECIAL;RDO;RSU;177,93;66;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;COLETA DOMIC VILAS FAVELAS;RDO;RSU;934,02;475;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;COL DEPO CLAND. CARG MANUAL;RPU;RSU;1493,78;494;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;COL. DEPO. CLAND. CAR. MEC;RPU;RSU;111,69;19;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;MANUTENÄ«O GERAL DA CTRS;RPU;RSU;615,88;261;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;PODA ATERRADA;RPO ;RPO;1055,66;511;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;PRODUTOS DETERIORADOS;Outros;RSU;6,21;9;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;RES÷DUOS DIVERSOS;Outros;RSU;8538,56;4304;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;RESIDUOS MUTIR«O DA  DENGUE;Outros;RSU;13,23;4;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;RES÷DUOS URPV;RCCV;RCCV;2304,28;604;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;VARRIÄ«O;RPU;RSU;1497,09;268;;SLU;;
Jul;2009;TRANSBORDO;ATERRAGEM;MATERIAL INERTE (LIXO/PISO);RSU;RSU;11310,62;1837;;SLU;;
Jan;2009;ESTAÄ«O CTRS BR040;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;1984,8;;1654;SLU;;
Jan;2009;ESTAÄ«O ESTORIL;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;1756,8;;1464;SLU;;
Jan;2009;ESTAÄ«O PAMPULHA;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;1544,4;;1287;SLU;;
Fev;2009;ESTAÄ«O CTRS BR040;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;925,2;;771;SLU;;
Fev;2009;ESTAÄ«O ESTORIL;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;1910,4;;1592;SLU;;
Fev;2009;ESTAÄ«O PAMPULHA;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;3504;;2920;SLU;;
Mar;2009;ESTAÄ«O CTRS BR040;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;1288,8;;1074;SLU;;
Mar;2009;ESTAÄ«O ESTORIL;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;2234,4;;1862;SLU;;
Mar;2009;ESTAÄ«O PAMPULHA;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;4926;;4105;SLU;;
Abr;2009;ESTAÄ«O CTRS BR040;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;1496,4;;1247;SLU;;
Abr;2009;ESTAÄ«O ESTORIL;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;2282,4;;1902;SLU;;
Abr;2009;ESTAÄ«O PAMPULHA;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;4823;;4019;SLU;;
Mai;2009;ESTAÄ«O CTRS BR040;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;2157,6;;1798;SLU;;
Mai;2009;ESTAÄ«O ESTORIL;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;2371,2;;1976;SLU;;
Mai;2009;ESTAÄ«O PAMPULHA;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;4644;;3870;SLU;;
Jun;2009;ESTAÄ«O CTRS BR040;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;2654,4;;2212;SLU;;
Jun;2009;ESTAÄ«O ESTORIL;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;2739,6;;2283;SLU;;
Jun;2009;ESTAÄ«O PAMPULHA;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;3936;;3280;SLU;;
Jul;2009;ESTAÄ«O CTRS BR040;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;4087,2;;3406;SLU;;
Jul;2009;ESTAÄ«O ESTORIL;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;1894,8;;1579;SLU;;
Jul;2009;ESTAÄ«O PAMPULHA;RECICLAGEM RCC;ENTULHO RECEBIDO;RCC;RCCV;4320;;3600;SLU;;
Jan;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;179,38;;;Catadores;;
Jan;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;14,83;;;Catadores;;
Jan;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;104,36;;;Doaá‰es;;
Jan;2009;ASMARE;COOPERATIVAS PMPV;METAL;RDO;RSU;0,82;;;Doaá‰es;;
Jan;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;14,02;;;Doaá‰es;;
Jan;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;0,29;;;Aquisiá∆o de terceiros;;
Jan;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;0,05;;;Aquisiá∆o de terceiros;;
Jan;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;11,76;;;SLU LEV;;
Jan;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;27,51;;;SLU Porta a Porta;;
Jan;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;50,27;;;Contratada Porta a Porta;;
Jan;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;PAPEL;RDO;RSU;0,71;;;Doaá‰es;;
Jan;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;2,4;;;Doaá‰es;;
Jan;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;MISTO;RDO;RSU;37,09;;;Doaá‰es;;
Jan;2009;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;12,65;;;SLU LEV;;
Jan;2009;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;69,3;;;Contratada Porta a Porta;;
Jan;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;9,27;;;SLU LEV;;
Jan;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;METAL;RDO;RSU;1,57;;;SLU LEV;;
Jan;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;3,08;;;SLU LEV;;
Jan;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;24,96;;;Contratada Porta a Porta;;
Jan;2009;COMARP;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;14,48;;;SLU LEV;;
Jan;2009;COMARP;COLETA SELETIVA PMPV;METAL;RDO;RSU;1,44;;;SLU LEV;;
Jan;2009;COMARP;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;13,03;;;SLU LEV;;
Jan;2009;COMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;8,19;;;SLU Porta a Porta;;
Jan;2009;COMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;89,06;;;Contratada Porta a Porta;;
Jan;2009;CTRS BR040;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;64,88;;;SLU LEV;;
Jan;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;7,48;;;SLU LEV;;
Jan;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;METAL;RDO;RSU;1,8;;;SLU LEV;;
Jan;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;3,09;;;SLU LEV;;
Jan;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;27,29;;;SLU Porta a Porta;;
Jan;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;78,06;;;Contratada Porta a Porta;;
Jan;2009;Coleta seletiva de vidros/LEV;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;61,73;;;SLU LEV;;
Fev;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;152,7;;;Catadores;;
Fev;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;15,52;;;Catadores;;
Fev;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;75,05;;;Doaá‰es;;
Fev;2009;ASMARE;COOPERATIVAS PMPV;METAL;RDO;RSU;1,06;;;Doaá‰es;;
Fev;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;17,78;;;Doaá‰es;;
Fev;2009;ASMARE;COOPERATIVAS PMPV;VIDRO;RDO;RSU;0,81;;;Doaá‰es;;
Fev;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;0,14;;;Aquisiá∆o de terceiros;;
Fev;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;7,97;;;SLU LEV;;
Fev;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;23,94;;;SLU Porta a Porta;;
Fev;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;43;;;Contratada Porta a Porta;;
Fev;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;PAPEL;RDO;RSU;8,23;;;Doaá‰es;;
Fev;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;METAL;RDO;RSU;0,09;;;Doaá‰es;;
Fev;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;2,18;;;Doaá‰es;;
Fev;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;MISTO;RDO;RSU;30,58;;;Doaá‰es;;
Fev;2009;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;11,5;;;SLU LEV;;
Fev;2009;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;49,36;;;Contratada Porta a Porta;;
Fev;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;2,5;;;SLU LEV;;
Fev;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;METAL;RDO;RSU;0,77;;;SLU LEV;;
Fev;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;1,5;;;SLU LEV;;
Fev;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;23,19;;;Contratada Porta a Porta;;
Fev;2009;COMARP;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;11,1;;;SLU LEV;;
Fev;2009;COMARP;COLETA SELETIVA PMPV;METAL;RDO;RSU;1,11;;;SLU LEV;;
Fev;2009;COMARP;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;9,98;;;SLU LEV;;
Fev;2009;COMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;5,2;;;SLU Porta a Porta;;
Fev;2009;COMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;78,41;;;Contratada Porta a Porta;;
Fev;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;6,43;;;SLU LEV;;
Fev;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;METAL;RDO;RSU;1,27;;;SLU LEV;;
Fev;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;2,68;;;SLU LEV;;
Fev;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;1,43;;;SLU LEV;;
Fev;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;METAL;RDO;RSU;0,39;;;SLU LEV;;
Fev;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;0,97;;;SLU LEV;;
Fev;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;25,56;;;SLU Porta a Porta;;
Fev;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;88,08;;;Contratada Porta a Porta;;
Fev;2009;ASTEMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;1,99;;;SLU Porta a Porta;;
Fev;2009;Coleta seletiva de vidros/LEV;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;50,27;;;SLU LEV;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;151,65;;;Catadores;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;METAL;RDO;RSU;0,02;;;Catadores;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;21,35;;;Catadores;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;113,82;;;Doaá‰es;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;METAL;RDO;RSU;7,21;;;Doaá‰es;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;20,96;;;Doaá‰es;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;VIDRO;RDO;RSU;0,62;;;Doaá‰es;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;0,08;;;Aquisiá∆o de terceiros;;
Mar;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;0,07;;;Aquisiá∆o de terceiros;;
Mar;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;22,65;;;SLU Porta a Porta;;
Mar;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;51,01;;;Contratada Porta a Porta;;
Mar;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;PAPEL;RDO;RSU;8,29;;;Doaá‰es;;
Mar;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;METAL;RDO;RSU;0,07;;;Doaá‰es;;
Mar;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;1,46;;;Doaá‰es;;
Mar;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;MISTO;RDO;RSU;34,55;;;Doaá‰es;;
Mar;2009;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;10,78;;;SLU LEV;;
Mar;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;26,54;;;Contratada Porta a Porta;;
Mar;2009;COMARP;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;15,31;;;SLU LEV;;
Mar;2009;COMARP;COLETA SELETIVA PMPV;METAL;RDO;RSU;1,53;;;SLU LEV;;
Mar;2009;COMARP;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;13,78;;;SLU LEV;;
Mar;2009;COMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9;;;SLU Porta a Porta;;
Mar;2009;COMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;56,78;;;Contratada Porta a Porta;;
Mar;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;10,45;;;SLU LEV;;
Mar;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;METAL;RDO;RSU;1,76;;;SLU LEV;;
Mar;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;5,19;;;SLU LEV;;
Mar;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;25,04;;;SLU Porta a Porta;;
Mar;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;80,58;;;Contratada Porta a Porta;;
Mar;2009;ASTEMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;7,94;;;SLU LEV;;
Mar;2009;ASTEMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;12,25;;;Contratada Porta a Porta;;
Mar;2009;Coleta seletiva de vidros/LEV;COLETA SELETIVA PMPV;VIDRO;RDO;RSU;49,68;;;SLU LEV;;
Abr;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;164,45;;;Catadores;;
Abr;2009;ASMARE;COOPERATIVAS PMPV;METAL;RDO;RSU;0,02;;;Catadores;;
Abr;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;23,44;;;Catadores;;
Abr;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;106,73;;;Doaá‰es;;
Abr;2009;ASMARE;COOPERATIVAS PMPV;METAL;RDO;RSU;3,42;;;Doaá‰es;;
Abr;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;15,39;;;Doaá‰es;;
Abr;2009;ASMARE;COOPERATIVAS PMPV;PAPEL;RDO;RSU;0,01;;;Aquisiá∆o de terceiros;;
Abr;2009;ASMARE;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;0,01;;;Aquisiá∆o de terceiros;;
Abr;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;9,15;;;SLU LEV;;
Abr;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;20,88;;;SLU Porta a Porta;;
Abr;2009;ASMARE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;52,06;;;Contratada Porta a Porta;;
Abr;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;PAPEL;RDO;RSU;11,02;;;Doaá‰es;;
Abr;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;METAL;RDO;RSU;0,18;;;Doaá‰es;;
Abr;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;PLµSTICO;RDO;RSU;0,87;;;Doaá‰es;;
Abr;2009;COOPERSOLI BARREIRO;COOPERATIVAS PMPV;MISTO;RDO;RSU;29,72;;;Doaá‰es;;
Abr;2009;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;17,64;;;SLU LEV;;
Abr;2009;COOPERSOLI BARREIRO;COLETA SELETIVA PMPV;MISTO;RDO;RSU;73,38;;;Contratada Porta a Porta;;
Abr;2009;COOPERSOL VENDA NOVA;COLETA SELETIVA PMPV;MISTO;RDO;RSU;30,54;;;Contratada Porta a Porta;;
Abr;2009;COMARP;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;17,17;;;SLU LEV;;
Abr;2009;COMARP;COLETA SELETIVA PMPV;METAL;RDO;RSU;1,72;;;SLU LEV;;
Abr;2009;COMARP;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;15,46;;;SLU LEV;;
Abr;2009;COMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;19,15;;;SLU Porta a Porta;;
Abr;2009;COMARP;COLETA SELETIVA PMPV;MISTO;RDO;RSU;65,36;;;Contratada Porta a Porta;;
Abr;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;PAPEL;RDO;RSU;13,64;;;SLU LEV;;
Abr;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;METAL;RDO;RSU;2,18;;;SLU LEV;;
Abr;2009;ASSOCIRECICLE;COLETA SELETIVA PMPV;PLµSTICO;RDO;RSU;6,69;;;SLU LEV;;
Abr;2009;COOPEMAR OESTE;COLETA SELETIVA PMPV;MISTO;RDO;RSU;22,7;;;SLU Porta a Porta;;
