id,estado,cidade,local,endereço,bairro,tipo_de_material,horario_seg_sex,horario_sab,tipo,estado_nome
2376,SP,São José do Rio Preto,Carrefour,"Av. Tancredo Neves, 900",Cristo Rei,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2377,SP,São José do Rio Preto,Carrefour,"Av. Brig. Faria Lima, 6363",Jd. Fernandes,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2378,SP,São Paulo,Carrefour,"R. Ribeiro Lacerda, 940",Jardim Saúde,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2379,SP,São Paulo,Carrefour,"Av. Nações Unidas, 15187",Vila Gomes,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2380,SP,São Paulo,Carrefour,"Av. Amador Bueno da Veiga, 2521",Penha de França,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2381,SP,São Paulo,Carrefour,"Rod. Raposo Tavares, s/n - km 17,5",Jd. Cambara,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2382,SP,São Paulo,Carrefour,"Av. Regente Feijó, 1759",Vila Regente Feijó,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2383,SP,São Paulo,Carrefour,"Rua George Eastman, 213",Vila Tramontano,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2384,SP,São Paulo,Carrefour,"Av. Santo Amaro, 4815",Santo Amaro,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2385,SP,São Paulo,Carrefour,"Av. Prof. Francisco Morato, 2718",Caxingui,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2386,SP,São Paulo,Carrefour,"Rua Marambaia, 200",Casa Verde,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2387,SP,São Paulo,Carrefour,"Av. Moyses Roysen, s/n",Vila Guilherme,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2388,SP,São Paulo,Carrefour,"Av. Rebouças, 3970",Pinheiros,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2389,SP,São Paulo,Carrefour,"Av. Alberto Augusto, 50",Santo Amaro,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2390,SP,São Paulo,Carrefour,"Av. Interlagos, 2501",Jd. Consórcio,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2391,SP,São Paulo,Carrefour,"Av. Eng. George Corbisier, 273 e 283",Jabaquara,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2392,SP,São Paulo,Carrefour,"Estr. do Pêssego, 1200",José Bonifácio,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2393,SP,São Paulo,Carrefour,"Av. Morvan Dias Figueiredo, 3177",Vila Guilherme,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2394,SP,São Paulo,Carrefour,"R. José César de Oliveira, s/n",Vila Leopoldina,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2395,SP,São Paulo,Carrefour,"Via Anchieta, 3398",Saúde,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2396,SP,Sorocaba,Carrefour,"Av. Brasil, 376",Terra Vermelha,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2397,SP,Taboão da Serra,Carrefour,"Rod. Régis Bittencourt, 1835 - km 271,5",Cidade Intercap,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2398,RJ,Rio de Janeiro,Carrefour Manilha,"Rua Oliveira Botelho, 349",Neves,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,Rio de Janeiro
2399,RJ,Rio de Janeiro,Carrefour Sulacap,"Avenida Marechal Fontenele, 3555",Realengo,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,Rio de Janeiro
2400,SP,Guarujá,Carrefour Guarujá,"Avenida Dom Pedro I, 2131",Vila America,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2401,SP,São Paulo,Carrefour Mg. Pinheiros,"Avenida das Nações Unidas, 15187",Vila Gomes,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2402,SP,Santos,Carrefour Boqueirão Eldorado,"Avenida Conselheiro Nébias, 802",Boqueirão,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2403,SP,São Bernardo do Campo,Carrefour São Bernardo do Campo,"Avenida Senador Vergueiro, 2100", Anchieta,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2404,SP,Santo André,Carrefour Santo André,"Avenida Pedro Américo, 23",Humaitá,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2405,SP,Diadema,Carrefour Diadema,"Avenida Presidente Kennedy, 635",Remanso,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2406,SP,Campinas,Carrefour Vila Brandina,"Rua Projetada, s/n",Vila Brandina,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2407,SP,Guarulhos,Carrefour Benjamin Harris,"Avenida Benjamin Harris Hunicutt, s/n",Centro,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2408,SP,Guarulhos,Carrefour Dutra,"Avenida Paulo Faccini, 240",Jardim Sao Gabriel,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2409,SP,São José dos Campos,Carrefour São José dos Campos,"Avenida Deputado Benedito Matarazzo, 5701",Parque Res. Aquarius,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2410,SP,Campinas,Carrefour Valinhos,"Avenida Engenheiro Antônio Francisco de Paula Souza, 3900",Jardim Von Zubem,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2411,SP,Sorocaba,Carrefour Sorocaba - Norte,"Avenida Brasil, 376",Terra Vermelha,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2412,SP,São Paulo,Carrefour Raposo Tavares,"Rodovia Raposo Tavares, 7201",Jd. Cambará,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2413,SP,São Paulo,Carrefour Giovanni Gronchi,"Avenida Alberto Augusto Alves, 50",Jardim Sao Luiz,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2414,SP,São Paulo,Carrefour Imigrantes,"Rodovia dos Imigrantes, 940", Vila do Bosque,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2415,SP,São Paulo,Carrefour Pirituba,"Avenida Mutinga, 1300",Vila Pirituba,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2416,SP,São Paulo,Carrefour Pamplona,"Rua Pamplona, 1704",Jd. Paulista,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2417,SP,Praia Grande,Carrefour Central Praia Grande,"Avenida Castelo Branco, 1888 - Vila Guilhermina",Vila Guilhermina,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2418,SP,São Vicente,Carrefour São Vicente,"Avenida Prefeito José Monteiro, 1045",Jardim Independencia,Eletrônicos,08:00h-21:00h,08:00h-21:00h,Supermercado,São Paulo
2419,SP,Guarulhos,s/n,"Rua João Bernardo de Medeiros, 800",Bom Clima,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2420,SP,Guarulhos,Vila Sant Anna,"Rua Soldado Estanislau Wojcik, 26",Macedo,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2421,SP,Guarulhos,Vila Zamataro,"Alameda Josefina L. Zamataro, 233",Ponte Grande,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2422,SP,Guarulhos,Jardim Flor do Campo,"Rua Guilherme Lino dos Santos, 349",Vila Barros,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2423,SP,Guarulhos,Vila Galvão,"Rua Ipiranga, 543",Vila Galvão,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2424,SP,Guarulhos,Parque Santo Antonio,"Rua Ouvidor, 198",Parque Santo Antonio,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2425,SP,Guarulhos,Escola Maria Helena Faria Lima e Cunha,"Avenida Pedro de Souza Lopes, s/n",Cabuçu,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2426,SP,Guarulhos,Vila Rio,"Avenida Benjamin Harris Hunnicutt, 1509",Vila Rio,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2427,SP,Guarulhos,Jardim Bela Vista,"Rua Cabrália, 100",Cabrália,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2428,SP,Guarulhos,Parque Mikail,"Rua Justiniano Salvador dos Santos, 269",Mikail,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2429,SP,Guarulhos,Vila Sítio dos Morros,"Rua Walter Pereira de Lima, 105",Adriana,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2430,SP,Guarulhos,Jardim Fortaleza,"Rua Medeia Escardino Mariano, 311",Fortaleza,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2431,SP,Guarulhos,Haroldo Veloso,"Rua Campos Gerais, 163",Haroldo Veloso,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2432,SP,Guarulhos,Jardim Bondança,"Rua Ivan Edmundo Scarameli, 62",Bondança,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2433,SP,Guarulhos,Lavras,"Avenida José Brumati, 1857",Lavras,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2434,SP,Guarulhos,Cidade Soimco,"Rua Bento Gonçalves, s/nº",Cidade Soimco,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2435,SP,Guarulhos,Residencial Parque Cumbica,"Avenida Francisco Xavier Correia, 489",INOCOOP,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2436,SP,Guarulhos,Jardim Cumbica,"Avenida Berinepe, 99",Jardim Cumbica,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2437,SP,Guarulhos,Parque das Nações,"Rua Itália, 13",Pimentas,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2438,SP,Guarulhos,Jardim Leblon,"Rua Araci, 188",Leblon,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2439,SP,Guarulhos,Ponte Alta I,"Rua Zeferino Alves de Oliveira, nº 530",Ponte Alta,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2440,SP,Guarulhos,Vila Nova Bonsucesso,"Rua Remanso esquina com Viela Urga, s/n",Nova Bonsucesso,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2441,SP,Guarulhos,Jd. Álamo,"Rua Gentil da Silva Leite Filho, 15",Álamo,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",08:15h-16:00h,08:15h-15:30h,Ecoponto,São Paulo
2442,SP,Guarulhos,Gopoúva,"Rua Guarulhos, 34",Gopoúva,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2443,SP,Guarulhos,Jardim Leila (próximo ao CIESP),"Rua Apolônia Vieira de Jesus, 91",Paraventi,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2444,SP,Guarulhos,Parque Continental II,"Rua Valdimiro Laurentino Pêssoa, 655I",Continental,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2445,SP,Guarulhos,Parque Santo Antonio,Rua Ouvidor 337,Torres Tibagy,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2446,SP,Guarulhos,Vila Galvão,"Avenida Faustino Ramalho, 977",Timóteo Penteado,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2447,SP,Guarulhos,Jd. Luciara,"Rua Adélia Sadalla, 166",Iporanga,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2448,SP,Guarulhos,Jardim Divinolândia,"Rua São Tomás de Aquino, 61",João do Pulo,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2449,SP,Guarulhos,Santos Dumont,"Estrada do Saboó, 795",Santos Dumont,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2450,SP,Guarulhos,Jd. Presidente Dutra,"Avenida João Bassi, 707",Presidente Dutra,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2451,SP,Guarulhos,Jurema,"Rua Jacutinga, 470",Jurema,"Coleta seletiva, Construção civil, Óleo de cozinha, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2452,SP,Campinas,Barão Geraldo,"Avenida Santa Isabel, 2300",Barão Geraldo,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2453,SP,Campinas,Carlos Grimaldi,"Rua Cōnego Pedro Bonhomme, 2424",Jardim Bela Vista,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2454,SP,Campinas,Campos Sales,"Avenida São José dos Campos, s/n",Campos Sales,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2455,SP,Campinas,Centro,Rua Antônio Manuel 2,Vila Industrial,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2456,SP,Campinas,Jardim Eulina,"Avenida Marechal Rondon, s/n",Jardim Chapadão,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2457,SP,Campinas,Jardim Itajaí,"Rua Celso Soares Couto, s/n",Parque Itajaí,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2458,SP,Campinas,Jardim Marisa,"Rua Orlando Bortoletti, 217",Jardim Marisa,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2459,SP,Campinas,Jardim Pacaembu,"Rua Dante Suriani, 2382",Chácara Cneo,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2460,SP,Campinas,Parque Via Norte,"Rua dos Cambarás, 200",Vila Boa Vista,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2461,SP,Campinas,Jardim São Gabriel,"Rua José Martins Lourenço, 140",Jardim São Gabriel,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2462,SP,Campinas,Parque São Jorge,"Rua Plácida Pretini, 196-270",Parque São Jorge,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2463,SP,Campinas,Souzas,"Avenida Dona Júlia Conceição Alves, 1134",Distrito de Sousas,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2464,SP,Campinas,Vida Nova,Rua Lídia Martins de Assis,Vida Nova,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2465,SP,Campinas,Vila União,"Rua Manoel Gomes Ferreira, 42",Parque Tropical,"Coleta seletiva, Construção civil, Eletrônicos, Borracha",07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2466,SP,Campinas,Vila Rialto ou Parque Itália,"Avenida Prefeito Faria Lima, 630, no DLU",Vila Rialto,Borracha,07:00h-19:00h,07:00h-19:00h,Ecoponto,São Paulo
2467,SP,São Bernardo Do Campo,Areião,Rua do Cruzeiro s/nº,Areião,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2468,SP,São Bernardo Do Campo,Bairro dos Casa,"Avenida Capitão Casa, 687",Bairro dos Casa,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2469,SP,São Bernardo Do Campo,Batistini,"Rua das Flores, 950",Batistini,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2470,SP,São Bernardo Do Campo,Der,"Rua Ernesto Bezerra, 60",Der,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2471,SP,São Bernardo Do Campo,Divinéia,"Rua Mathilde Ferrari Marçon, altura do nº 30",Divinéia,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2472,SP,São Bernardo Do Campo,Jardim Regina,"Rua João de Barro, altura do nº 207",Jardim Regina,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2473,SP,São Bernardo Do Campo,Montanhão,"Estrada do Montanhão, 152",Montanhão,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2474,SP,São Bernardo Do Campo,Parque dos Pássaros,"Rua dos Tangarás, 867",Parque dos Pássaros,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2475,SP,São Bernardo Do Campo,Parque São Bernardo,Rua Almeida Leme s/nº,Parque São Bernardo,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2476,SP,São Bernardo Do Campo,Riacho Grande,"Rua Marcílio Conrado, 600",Riacho Grande,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2477,SP,São Bernardo Do Campo,Rudge Ramos,"Rua Guilherme de Almeida, 86",Rudge Ramos,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2478,SP,São Bernardo Do Campo,Taboão,"Rua Pedro Ivo, 110",Taboão,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2479,SP,São Bernardo Do Campo,Três Marias,"Estrada Eiji Kikuti, 1892",Três Marias,"Coleta seletiva, Construção civil",08:00h-16:00h,08:00h-16:00h,Ecoponto,São Paulo
2480,SP,São José Dos Campos,Urbanova,"Avenida Dr. Dilson Lara, 80, Residencial Monserrat",Urbanova,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2481,SP,São José Dos Campos,Santa Luzia - Putim,"Avenida Vicente Brandão Ferreira, 293",Santa Luzia - Putim,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2482,SP,São José Dos Campos,Campo dos Alemães,"Avenida dos Evangélicos, 601",Campo dos Alemães,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2483,SP,São José Dos Campos,Dom Pedro 2º,"Rua Antônio Eduardo Alvarenga, 130",Dom Pedro 2º,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2484,SP,São José Dos Campos,Residencial Gazzo,"Rua Arcilio Moreira da Silva, 774",Residencial Gazzo,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2485,SP,São José Dos Campos,31 de Março,"Rua Guidoval, 100",31 de Março,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2486,SP,São José Dos Campos,Jardim Satélite,"Rua Estrela Dalva, 135",Jardim Satélite,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2487,SP,São José Dos Campos,Interlagos,"Rua Ubirajara Raimundo de Souza, 21",Interlagos,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2488,SP,São José Dos Campos,Galo Branco,"Avenida Benedito Luiz de Medeiros, 811",Galo Branco,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2489,SP,São José Dos Campos,Novo Horizonte,"Avenida Tancredo Neves, 5630",Novo Horizonte,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2490,SP,São José Dos Campos,Jardim Copacabana,"Rua Charles Diamond, 80",Jardim Copacabana,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2491,SP,São José Dos Campos,Altos de Santana,"Avenida Alto do Rio Doce, 1075",Altos de Santana,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2492,SP,São José Dos Campos,Vila Jaci,"Rua Xavantes, 367",Vila Jaci,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2493,SP,São José Dos Campos,Jardim Jussara,"Rua Ana Gonçalves da Cunha, 370",Jardim Jussara,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2494,SP,São José Dos Campos,São Francisco Xavier,Rua Joaquim Cláudio da Silva,São Francisco Xavier,"Coleta seletiva, Construção civil, Eletrônicos, Óleo de cozinha, Borracha",08:00h-17:00h,08:00h-12:00h,Ecoponto,São Paulo
2495,SP,Santo André,Erechim,"Rua Erechim, 635",Parque Erasmo Assunção,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2496,SP,Santo André,Antonina,"Av. Engenheiro Olavo Alaysio de Lima, 945",Jardim Santo Antônio,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2497,SP,Santo André,Ipanema,"Av. Capitão Mario Toledo de Camargo, 2955",Jardim Ipanema,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2498,SP,Santo André,Paraíso,"Rua Juquiá, 200",Paraíso,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2499,SP,Santo André,Bom Pastor,"Avenida Bom Pastor, 1150",Jardim Bom Pastor,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2500,SP,Santo André,Centreville,"Praça Eurico Gaspar Dutra, 181",Centreville,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2501,SP,Santo André,Caminho do Pilar,"Rua Caminho do Pilar, 1541",Bairro Pinheirinho,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2502,SP,Santo André,Camilópolis,"Rua Benjamim Constant, 20",Camilópolis,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2503,SP,Santo André,Cerquilho,"Rua Cerquilho, 151",Vila Lucinda,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2504,SP,Santo André,Santo Expedito,"Rua Santo Expedito, 107",Jardim Santo Antônio,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2505,SP,Santo André,Cata Preta,"Estrada do Cata Preta, 989",Vila João Ramalho,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2506,SP,Santo André,Utinga,"Avenida da Paz, 470",Utinga,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2507,SP,Santo André,Loreto,"Avenida Loreto, 101",Jardim Santo André,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2508,SP,Santo André,Jd. Irene,"Rua Caminho dos Vianas, 340",Jardim Irene,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2509,SP,Santo André,Sorocaba,"Av. Sorocaba, 1001",Parque João Ramalho,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2510,SP,Santo André,Santo Alberto,"Rua Evangelista de Souza, 1689",Jardim Santo Alberto,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2511,SP,Santo André,Sacadura Cabral,"Rua Lauro Muller, 400",Vila Sacadura Cabral,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
2512,SP,Santo André,Ana Maria,"Av. Cândido Camargo, 101",Jd. Ana Maria,"Coleta seletiva, Construção civil",09:00h-17:00h,09:00h-17:00h,Ecoponto,São Paulo
